ID,R_Score,F_Score,M_Score,RFM_Score,RFM_Label
7261,5,4,3,12,Champions
9648,4,3,3,10,Loyal
2870,5,4,3,12,Champions
8008,3,2,2,7,Regulars
1513,2,5,5,12,Loyal
6173,3,5,4,12,Loyal
1419,5,2,2,9,New Customers
9150,4,2,2,8,New Customers
7960,1,5,5,11,Loyal
1250,1,2,2,5,At Risk
9905,2,3,3,8,Regulars
10691,3,1,1,5,Regulars
7002,5,3,3,11,Loyal
2952,1,2,2,5,At Risk
8439,1,3,4,8,Regulars
762,4,4,4,12,Champions
2831,1,5,5,11,Loyal
6977,1,5,5,11,Loyal
6289,1,2,2,5,At Risk
4168,4,5,3,12,Champions
8397,1,1,1,3,At Risk
9284,4,5,4,13,Champions
6237,1,3,3,7,Regulars
3130,1,2,1,4,At Risk
1619,5,4,5,14,Champions
1990,2,4,5,11,Loyal
5513,3,1,1,5,Regulars
269,2,4,4,10,Loyal
8093,2,3,4,9,Regulars
10513,2,3,5,10,Loyal
10177,5,4,5,14,Champions
2549,1,1,1,3,At Risk
5782,5,5,4,14,Champions
10057,2,5,5,12,Loyal
10307,1,4,3,8,Regulars
8566,5,1,1,7,New Customers
2415,1,3,4,8,Regulars
5684,4,2,2,8,New Customers
8334,4,2,2,8,New Customers
9166,3,5,4,12,Loyal
1440,1,5,4,10,Loyal
78,3,1,1,5,Regulars
5441,1,3,3,7,Regulars
5302,5,3,5,13,Loyal
4687,1,5,5,11,Loyal
1087,4,2,2,8,New Customers
6859,4,2,2,8,New Customers
9860,5,3,3,11,Loyal
7129,2,5,4,11,Loyal
5866,4,3,3,10,Loyal
10521,5,3,2,10,Loyal
7393,5,2,2,9,New Customers
7849,5,5,4,14,Champions
332,3,3,3,9,Regulars
9847,4,3,3,10,Loyal
531,3,5,5,13,Loyal
9576,2,2,2,6,At Risk
6906,2,4,4,10,Loyal
7419,1,2,1,4,At Risk
3170,1,3,4,8,Regulars
8527,4,4,3,11,Loyal
7872,5,5,3,13,Champions
9931,4,3,1,8,Regulars
10595,5,1,2,8,New Customers
4609,5,4,3,12,Champions
5010,2,1,1,4,At Risk
4427,3,5,5,13,Loyal
11148,1,1,1,3,At Risk
1168,2,4,5,11,Loyal
9595,5,3,5,13,Loyal
10163,4,4,5,13,Champions
2886,2,5,5,12,Loyal
6710,1,2,2,5,At Risk
5316,1,2,2,5,At Risk
9029,2,5,5,12,Loyal
521,3,4,3,10,Loyal
1459,5,3,4,12,Loyal
10241,5,1,1,7,New Customers
1630,3,3,3,9,Regulars
3254,2,3,4,9,Regulars
9064,5,4,5,14,Champions
3678,5,5,4,14,Champions
4227,2,2,2,6,At Risk
9467,3,1,1,5,Regulars
8486,4,4,3,11,Loyal
2186,4,5,5,14,Champions
3286,2,2,1,5,At Risk
8602,1,5,4,10,Loyal
3722,1,2,1,4,At Risk
6715,5,5,4,14,Champions
4796,2,1,1,4,At Risk
9612,5,1,1,7,New Customers
3766,5,4,4,13,Champions
1399,3,4,5,12,Loyal
1570,5,5,4,14,Champions
3426,1,5,5,11,Loyal
3074,2,4,5,11,Loyal
8341,4,1,1,6,New Customers
5180,3,2,2,7,Regulars
6461,2,5,4,11,Loyal
7679,3,1,1,5,Regulars
10702,2,4,3,9,Regulars
7505,4,1,1,6,New Customers
5113,2,3,5,10,Loyal
10858,4,5,4,13,Champions
2961,1,3,3,7,Regulars
2747,1,4,5,10,Loyal
3010,1,4,5,10,Loyal
5790,2,2,2,6,At Risk
6892,4,5,4,13,Champions
1743,1,2,4,7,Regulars
3578,4,3,3,10,Loyal
8462,3,1,2,6,Regulars
5558,1,3,5,9,Regulars
4619,5,3,3,11,Loyal
8780,2,4,3,9,Regulars
10789,5,2,2,9,New Customers
10779,5,1,1,7,New Customers
5896,1,3,3,7,Regulars
2337,2,2,1,5,At Risk
10951,4,3,3,10,Loyal
544,3,3,4,10,Loyal
17,1,5,4,10,Loyal
10680,2,2,2,6,At Risk
3265,4,1,1,6,New Customers
5623,1,1,1,3,At Risk
5832,4,4,5,13,Champions
5544,4,5,5,14,Champions
6417,1,5,5,11,Loyal
5831,1,4,5,10,Loyal
7101,4,5,5,14,Champions
10176,3,5,3,11,Loyal
2326,5,1,2,8,New Customers
4385,1,2,1,4,At Risk
2929,4,2,2,8,New Customers
10686,2,1,1,4,At Risk
2546,5,1,2,8,New Customers
3283,3,5,4,12,Loyal
3138,1,5,5,11,Loyal
7966,3,5,5,13,Loyal
3112,5,1,1,7,New Customers
10872,2,4,5,11,Loyal
2181,3,3,5,11,Loyal
1867,3,4,5,12,Loyal
1518,4,5,4,13,Champions
5734,1,2,2,5,At Risk
2878,1,3,3,7,Regulars
1458,3,2,1,6,Regulars
7007,3,2,2,7,Regulars
6200,3,5,4,12,Loyal
1403,3,1,1,5,Regulars
4827,5,4,3,12,Champions
6250,2,5,4,11,Loyal
9291,4,1,1,6,New Customers
2478,3,1,1,5,Regulars
1139,3,4,5,12,Loyal
5138,2,1,1,4,At Risk
5393,2,1,1,4,At Risk
10413,2,5,4,11,Loyal
5015,1,2,2,5,At Risk
10868,1,4,5,10,Loyal
10676,5,4,4,13,Champions
2495,4,5,4,13,Champions
7842,3,2,2,7,Regulars
9955,4,2,2,8,New Customers
2162,5,4,3,12,Champions
3434,2,4,5,11,Loyal
7919,5,5,5,15,Champions
5626,5,3,3,11,Loyal
6428,4,4,4,12,Champions
8514,3,1,1,5,Regulars
10448,3,4,3,10,Loyal
2109,2,5,5,12,Loyal
7530,3,2,2,7,Regulars
8925,4,5,4,13,Champions
3009,5,3,5,13,Loyal
6355,5,2,1,8,New Customers
3517,4,2,2,8,New Customers
1158,4,2,2,8,New Customers
6203,3,5,5,13,Loyal
7165,3,5,4,12,Loyal
3595,4,5,4,13,Champions
8537,2,4,5,11,Loyal
4331,3,4,5,12,Loyal
6281,4,3,4,11,Loyal
4338,4,1,1,6,New Customers
2452,5,4,3,12,Champions
9507,5,3,3,11,Loyal
8360,2,3,3,8,Regulars
10311,5,3,3,11,Loyal
5117,4,4,3,11,Loyal
4867,5,2,2,9,New Customers
9289,5,1,2,8,New Customers
10913,3,1,1,5,Regulars
3032,1,2,3,6,At Risk
8524,5,2,2,9,New Customers
3334,4,4,5,13,Champions
4470,5,2,2,9,New Customers
1406,3,5,3,11,Loyal
8619,5,1,1,7,New Customers
10821,3,3,3,9,Regulars
4552,4,3,3,10,Loyal
898,4,2,2,8,New Customers
9797,4,3,3,10,Loyal
10949,5,4,5,14,Champions
8212,1,2,2,5,At Risk
6248,3,5,5,13,Loyal
10164,2,3,5,10,Loyal
4547,1,1,1,3,At Risk
6815,5,4,4,13,Champions
4122,2,3,4,9,Regulars
10841,3,4,3,10,Loyal
5370,4,4,3,11,Loyal
176,2,3,3,8,Regulars
4860,2,1,1,4,At Risk
10757,4,1,1,6,New Customers
4023,4,2,2,8,New Customers
6679,4,1,1,6,New Customers
9923,5,2,2,9,New Customers
7181,1,2,1,4,At Risk
3599,2,5,5,12,Loyal
405,2,4,3,9,Regulars
6870,2,3,3,8,Regulars
832,1,5,4,10,Loyal
2002,1,4,5,10,Loyal
3657,5,2,2,9,New Customers
500,2,5,5,12,Loyal
1951,1,5,4,10,Loyal
3262,4,5,5,14,Champions
4102,3,1,1,5,Regulars
7042,5,1,2,8,New Customers
10598,1,2,1,4,At Risk
255,4,1,1,6,New Customers
2375,2,1,1,4,At Risk
9829,3,2,2,7,Regulars
6214,3,1,2,6,Regulars
4954,3,4,3,10,Loyal
7861,4,4,5,13,Champions
4837,3,5,5,13,Loyal
9423,3,2,1,6,Regulars
4198,5,1,1,7,New Customers
153,4,1,1,6,New Customers
9323,5,5,4,14,Champions
10001,1,2,2,5,At Risk
3945,1,5,4,10,Loyal
3799,5,5,4,14,Champions
8625,2,2,1,5,At Risk
3491,4,5,5,14,Champions
983,1,3,3,7,Regulars
9119,4,3,3,10,Loyal
4786,1,5,4,10,Loyal
5872,4,5,4,13,Champions
6568,1,1,2,4,At Risk
5628,4,5,5,14,Champions
5631,1,4,4,9,Regulars
4974,1,5,5,11,Loyal
8416,5,2,1,8,New Customers
5454,1,1,1,3,At Risk
4095,1,4,3,8,Regulars
5474,2,3,3,8,Regulars
4268,3,2,2,7,Regulars
10701,2,5,5,12,Loyal
3507,3,3,5,11,Loyal
2079,5,5,5,15,Champions
626,4,1,1,6,New Customers
4426,4,4,3,11,Loyal
2591,3,3,4,10,Loyal
10509,3,2,2,7,Regulars
6382,1,1,1,3,At Risk
6673,3,2,2,7,Regulars
7441,1,5,5,11,Loyal
1071,5,5,4,14,Champions
10061,4,5,4,13,Champions
7187,3,5,4,12,Loyal
8775,2,2,2,6,At Risk
1612,1,2,1,4,At Risk
2345,3,4,5,12,Loyal
322,1,2,1,4,At Risk
10897,2,5,5,12,Loyal
123,1,3,4,8,Regulars
6103,3,2,2,7,Regulars
7899,2,4,5,11,Loyal
10500,1,2,2,5,At Risk
1655,1,1,1,3,At Risk
2406,2,4,3,9,Regulars
2712,1,4,4,9,Regulars
5517,3,1,1,5,Regulars
10643,4,4,4,12,Champions
2254,1,4,5,10,Loyal
10281,5,4,3,12,Champions
6958,3,1,1,5,Regulars
954,2,2,2,6,At Risk
5079,1,2,2,5,At Risk
10339,1,3,3,7,Regulars
4643,3,2,2,7,Regulars
3117,1,3,3,7,Regulars
6497,4,4,3,11,Loyal
5396,3,5,5,13,Loyal
1052,4,5,4,13,Champions
2802,2,4,4,10,Loyal
6343,5,5,5,15,Champions
6507,5,2,2,9,New Customers
7901,4,1,1,6,New Customers
4865,5,4,3,12,Champions
2686,3,1,1,5,Regulars
3107,4,3,3,10,Loyal
7734,3,5,5,13,Loyal
1146,5,5,4,14,Champions
11031,1,1,1,3,At Risk
7428,3,4,5,12,Loyal
975,4,3,3,10,Loyal
1103,2,4,5,11,Loyal
3422,2,2,5,9,Regulars
1055,3,1,1,5,Regulars
6544,2,5,4,11,Loyal
1241,5,1,1,7,New Customers
2909,1,4,5,10,Loyal
5802,3,2,2,7,Regulars
1407,5,2,2,9,New Customers
6183,5,2,2,9,New Customers
340,5,4,3,12,Champions
5991,4,3,3,10,Loyal
3104,1,4,5,10,Loyal
9729,3,5,4,12,Loyal
1008,4,5,4,13,Champions
11091,2,1,1,4,At Risk
3969,3,2,2,7,Regulars
1916,1,4,3,8,Regulars
9907,1,5,4,10,Loyal
87,5,2,2,9,New Customers
8659,3,5,4,12,Loyal
6262,1,5,5,11,Loyal
6147,3,1,1,5,Regulars
8832,4,2,2,8,New Customers
10067,2,1,1,4,At Risk
7532,4,2,2,8,New Customers
4915,1,5,4,10,Loyal
2115,2,2,2,6,At Risk
2088,1,5,5,11,Loyal
2493,4,4,3,11,Loyal
6292,2,4,5,11,Loyal
1631,5,5,5,15,Champions
10104,2,1,1,4,At Risk
3006,1,1,1,3,At Risk
3919,2,4,5,11,Loyal
11181,1,1,1,3,At Risk
642,2,2,2,6,At Risk
4369,3,4,5,12,Loyal
10127,4,3,3,10,Loyal
271,4,3,3,10,Loyal
4973,4,1,1,6,New Customers
2948,2,2,2,6,At Risk
2715,5,3,2,10,Loyal
10432,4,1,1,6,New Customers
9216,4,2,1,7,New Customers
7124,2,3,2,7,Regulars
9727,5,2,2,9,New Customers
5136,3,5,4,12,Loyal
9790,5,4,5,14,Champions
1818,4,1,1,6,New Customers
1100,4,3,2,9,Regulars
7873,4,3,3,10,Loyal
10609,5,2,2,9,New Customers
6950,4,2,1,7,New Customers
7233,5,3,5,13,Loyal
9481,1,3,2,6,At Risk
7699,4,3,3,10,Loyal
2711,5,1,1,7,New Customers
8933,5,2,2,9,New Customers
8726,3,3,2,8,Regulars
1515,5,1,1,7,New Customers
5186,3,5,4,12,Loyal
10157,2,3,3,8,Regulars
5667,1,5,5,11,Loyal
902,2,3,3,8,Regulars
977,5,4,3,12,Champions
7313,2,5,5,12,Loyal
7600,5,1,1,7,New Customers
9706,1,2,2,5,At Risk
2429,5,4,5,14,Champions
3520,1,3,4,8,Regulars
10394,1,4,5,10,Loyal
4548,2,1,1,4,At Risk
9362,5,4,3,12,Champions
3968,2,5,5,12,Loyal
4084,3,5,4,12,Loyal
6721,4,4,5,13,Champions
2829,4,5,4,13,Champions
1772,5,4,5,14,Champions
1544,3,4,5,12,Loyal
492,5,4,3,12,Champions
4377,4,3,3,10,Loyal
4541,1,3,3,7,Regulars
1321,3,2,2,7,Regulars
8858,2,4,3,9,Regulars
3266,1,2,2,5,At Risk
11187,4,2,2,8,New Customers
8207,5,1,1,7,New Customers
9723,5,5,4,14,Champions
2666,4,5,4,13,Champions
5721,2,5,5,12,Loyal
10652,3,4,5,12,Loyal
1646,4,2,1,7,New Customers
4418,4,5,5,14,Champions
2656,2,1,2,5,At Risk
7990,5,1,1,7,New Customers
8722,4,5,5,14,Champions
7118,2,5,5,12,Loyal
2980,3,2,1,6,Regulars
1839,4,2,2,8,New Customers
10722,2,4,3,9,Regulars
2632,5,4,3,12,Champions
9014,2,2,2,6,At Risk
7620,2,2,2,6,At Risk
10968,5,5,4,14,Champions
11133,5,4,3,12,Champions
2736,1,5,4,10,Loyal
1876,5,1,2,8,New Customers
5959,1,3,3,7,Regulars
1092,5,4,4,13,Champions
4333,2,2,1,5,At Risk
3850,3,1,1,5,Regulars
6168,4,1,1,6,New Customers
607,4,5,3,12,Champions
10469,3,4,5,12,Loyal
6983,4,2,1,7,New Customers
3661,3,4,5,12,Loyal
9303,5,1,1,7,New Customers
692,1,1,1,3,At Risk
736,2,2,1,5,At Risk
9589,3,4,5,12,Loyal
4838,3,1,1,5,Regulars
9246,2,4,3,9,Regulars
6261,1,4,3,8,Regulars
7366,5,4,5,14,Champions
10659,5,3,1,9,Regulars
1448,4,2,1,7,New Customers
4286,4,5,4,13,Champions
4749,3,5,3,11,Loyal
4478,1,5,4,10,Loyal
4201,4,4,3,11,Loyal
8720,3,1,4,8,Regulars
10084,5,2,1,8,New Customers
7004,1,2,2,5,At Risk
9817,2,5,4,11,Loyal
8080,3,1,1,5,Regulars
9432,4,3,2,9,Regulars
8372,1,1,1,3,At Risk
10870,3,4,5,12,Loyal
4001,3,5,3,11,Loyal
7270,1,4,5,10,Loyal
8235,5,5,4,14,Champions
9405,3,3,2,8,Regulars
